ADMIN1_ID,ADMIN1_NAME
OMN.1_1,Ad Dakhliyah
OMN.2_1,Al Batinah North
OMN.3_1,Al Batinah South
OMN.4_1,Al Buraymi
OMN.5_1,Al Dhahira
OMN.6_1,Al Wusta
OMN.7_1,Ash Sharqiyah North
OMN.8_1,Ash Sharqiyah South
OMN.9_1,Dhofar
OMN.10_1,Musandam
OMN.11_1,Muscat
PAN.1_1,Bocas del Toro
PAN.2_1,Chiriquí
PAN.3_1,Coclé
PAN.4_1,Colón
PAN.5_1,Darién
PAN.6_1,Emberá
PAN.7_1,Herrera
PAN.8_1,Kuna Yala
PAN.9_1,Los Santos
PAN.10_1,Ngöbe Buglé
PAN.12_1,Panamá
PAN.11_1,Panamá Oeste
PAN.13_1,Veraguas
PER.1_1,Amazonas
PER.2_1,Ancash
PER.3_1,Apurímac
PER.4_1,Arequipa
PER.5_1,Ayacucho
PER.6_1,Cajamarca
PER.7_1,Callao
PER.8_1,Cusco
PER.9_1,Huancavelica
PER.10_1,Huánuco
PER.11_1,Ica
PER.12_1,Junín
PER.13_1,La Libertad
PER.14_1,Lambayeque
PER.16_1,Lima
PER.15_1,Lima Province
PER.17_1,Loreto
PER.18_1,Madre de Dios
PER.19_1,Moquegua
PER.20_1,Pasco
PER.21_1,Piura
PER.22_1,Puno
PER.23_1,San Martín
PER.24_1,Tacna
PER.25_1,Tumbes
PER.26_1,Ucayali
PHL.1_1,Abra
PHL.2_1,Agusan del Norte
PHL.3_1,Agusan del Sur
PHL.4_1,Aklan
PHL.5_1,Albay
PHL.6_1,Antique
PHL.7_1,Apayao
PHL.8_1,Aurora
PHL.9_1,Basilan
PHL.10_1,Bataan
PHL.11_1,Batanes
PHL.12_1,Batangas
PHL.13_1,Benguet
PHL.14_1,Biliran
PHL.15_1,Bohol
PHL.16_1,Bukidnon
PHL.17_1,Bulacan
PHL.18_1,Cagayan
PHL.19_1,Camarines Norte
PHL.20_1,Camarines Sur
PHL.21_1,Camiguin
PHL.22_1,Capiz
PHL.23_1,Catanduanes
PHL.24_1,Cavite
PHL.25_1,Cebu
PHL.26_1,Compostela Valley
PHL.27_1,Davao del Norte
PHL.28_1,Davao del Sur
PHL.29_1,Davao Oriental
PHL.30_1,Dinagat Islands
PHL.31_1,Eastern Samar
PHL.32_1,Guimaras
PHL.33_1,Ifugao
PHL.34_1,Ilocos Norte
PHL.35_1,Ilocos Sur
PHL.36_1,Iloilo
PHL.37_1,Isabela
PHL.38_1,Kalinga
PHL.39_1,La Union
PHL.40_1,Laguna
PHL.41_1,Lanao del Norte
PHL.42_1,Lanao del Sur
PHL.43_1,Leyte
PHL.44_1,Maguindanao
PHL.45_1,Marinduque
PHL.46_1,Masbate
PHL.47_1,Metropolitan Manila
PHL.48_1,Misamis Occidental
PHL.49_1,Misamis Oriental
PHL.50_1,Mountain Province
PHL.51_1,Negros Occidental
PHL.52_1,Negros Oriental
PHL.53_1,North Cotabato
PHL.54_1,Northern Samar
PHL.55_1,Nueva Ecija
PHL.56_1,Nueva Vizcaya
PHL.57_1,Occidental Mindoro
PHL.58_1,Oriental Mindoro
PHL.59_1,Palawan
PHL.60_1,Pampanga
PHL.61_1,Pangasinan
PHL.62_1,Quezon
PHL.63_1,Quirino
PHL.64_1,Rizal
PHL.65_1,Romblon
PHL.66_1,Samar
PHL.67_1,Sarangani
PHL.68_1,Siquijor
PHL.69_1,Sorsogon
PHL.70_1,South Cotabato
PHL.71_1,Southern Leyte
PHL.72_1,Sultan Kudarat
PHL.73_1,Sulu
PHL.74_1,Surigao del Norte
PHL.75_1,Surigao del Sur
PHL.76_1,Tarlac
PHL.77_1,Tawi-Tawi
PHL.78_1,Zambales
PHL.79_1,Zamboanga del Norte
PHL.80_1,Zamboanga del Sur
PHL.81_1,Zamboanga Sibugay
PLW.1_1,Aimeliik
PLW.2_1,Airai
PLW.3_1,Angaur
PLW.4_1,Hatohobei
PLW.5_1,Kayangel
PLW.6_1,Koror
PLW.7_1,Melekeok
PLW.8_1,Ngaraard
PLW.9_1,Ngarchelong
PLW.10_1,Ngardmau
PLW.11_1,Ngatpang
PLW.12_1,Ngchesar
PLW.13_1,Ngeremlengui
PLW.14_1,Ngiwal
PLW.15_1,Peleliu
PLW.16_1,Sonsorol
PNG.1_1,Bougainville
PNG.2_1,Central
PNG.3_1,Chimbu
PNG.4_1,East New Britain
PNG.5_1,East Sepik
PNG.6_1,Eastern Highlands
PNG.7_1,Enga
PNG.8_1,Gulf
PNG.9_1,Hela
PNG.10_1,Jiwaka
PNG.11_1,Madang
PNG.12_1,Manus
PNG.13_1,Milne Bay
PNG.14_1,Morobe
PNG.15_1,National Capital District
PNG.16_1,New Ireland
PNG.17_1,Oro
PNG.18_1,Sandaun
PNG.19_1,Southern Highlands
PNG.20_1,West New Britain
PNG.22_1,Western
PNG.21_1,Western Highlands
POL.1_1,Dolnośląskie
POL.2_1,Kujawsko-Pomorskie
POL.3_1,Łódzkie
POL.4_1,Lubelskie
POL.5_1,Lubuskie
POL.6_1,Małopolskie
POL.7_1,Mazowieckie
POL.8_1,Opolskie
POL.9_1,Podkarpackie
POL.10_1,Podlaskie
POL.11_1,Pomorskie
POL.12_1,Śląskie
POL.13_1,Świętokrzyskie
POL.14_1,Warmińsko-Mazurskie
POL.15_1,Wielkopolskie
POL.16_1,Zachodniopomorskie
PRI.1_1,Adjuntas
PRI.2_1,Aguada
PRI.3_1,Aguadilla
PRI.4_1,Aguas Buenas
PRI.5_1,Aibonito
PRI.6_1,Añasco
PRI.7_1,Arecibo
PRI.8_1,Arroyo
PRI.9_1,Barceloneta
PRI.10_1,Barranquitas
PRI.11_1,Bayamón
PRI.12_1,Cabo Rojo
PRI.13_1,Caguas
PRI.14_1,Camuy
PRI.15_1,Canóvanas
PRI.16_1,Carolina
PRI.17_1,Cataño
PRI.18_1,Cayey
PRI.19_1,Ceiba
PRI.20_1,Ciales
PRI.21_1,Cidra
PRI.22_1,Coamo
PRI.23_1,Comerío
PRI.24_1,Corozal
PRI.25_1,Culebra
PRI.26_1,Dorado
PRI.27_1,Fajardo
PRI.28_1,Florida
PRI.29_1,Guánica
PRI.30_1,Guayama
PRI.31_1,Guayanilla
PRI.32_1,Guaynabo
PRI.33_1,Gurabo
PRI.34_1,Hatillo
PRI.35_1,Hormigueros
PRI.36_1,Humacao
PRI.37_1,Isabela
PRI.38_1,Jayuya
PRI.39_1,Juana Díaz
PRI.40_1,Juncos
PRI.41_1,Lajas
PRI.42_1,Lares
PRI.43_1,Las Marías
PRI.44_1,Las Piedras
PRI.45_1,Loíza
PRI.46_1,Luquillo
PRI.47_1,Manatí
PRI.48_1,Maricao
PRI.49_1,Maunabo
PRI.50_1,Mayagüez
PRI.51_1,Moca
PRI.52_1,Morovis
PRI.53_1,Naguabo
PRI.54_1,Naranjito
PRI.55_1,Orocovis
PRI.56_1,Patillas
PRI.57_1,Peñuelas
PRI.58_1,Ponce
PRI.59_1,Quebradillas
PRI.60_1,Rincón
PRI.61_1,Río Grande
PRI.62_1,Sabana Grande
PRI.63_1,Salinas
PRI.64_1,San Germán
PRI.65_1,San Juan
PRI.66_1,San Lorenzo
PRI.67_1,San Sebastián
PRI.68_1,Santa Isabel
PRI.69_1,Toa Alta
PRI.70_1,Toa Baja
PRI.71_1,Trujillo Alto
PRI.72_1,Utuado
PRI.73_1,Vega Alta
PRI.74_1,Vega Baja
PRI.75_1,Vieques
PRI.76_1,Villalba
PRI.77_1,Yabucoa
PRI.78_1,Yauco
PRK.1_1,Chagang-do
PRK.2_1,Hamgyŏng-bukto
PRK.3_1,Hamgyŏng-namdo
PRK.4_1,Hwanghae-bukto
PRK.5_1,Hwanghae-namdo
PRK.6_1,Kaesŏng
PRK.7_1,Kangwŏn-do
PRK.8_1,Kumgangsan
PRK.9_1,P'yŏngan-bukto
PRK.10_1,P'yŏngan-namdo
PRK.11_1,P'yŏngyang
PRK.12_1,Rasŏn
PRK.13_1,Ryanggang
PRK.14_1,Sinŭiju
PRT.1_1,Aveiro
PRT.2_1,Azores
PRT.3_1,Beja
PRT.4_1,Braga
PRT.5_1,Bragança
PRT.6_1,Castelo Branco
PRT.7_1,Coimbra
PRT.8_1,Évora
PRT.9_1,Faro
PRT.10_1,Guarda
PRT.11_1,Leiria
PRT.12_1,Lisboa
PRT.13_1,Madeira
PRT.14_1,Portalegre
PRT.15_1,Porto
PRT.16_1,Santarém
PRT.17_1,Setúbal
PRT.18_1,Viana do Castelo
PRT.19_1,Vila Real
PRT.20_1,Viseu
PRY.1_1,Alto Paraguay
PRY.2_1,Alto Paraná
PRY.3_1,Amambay
PRY.4_1,Asunción
PRY.5_1,Boquerón
PRY.6_1,Caaguazú
PRY.7_1,Caazapá
PRY.8_1,Canindeyú
PRY.9_1,Central
PRY.10_1,Concepción
PRY.11_1,Cordillera
PRY.12_1,Guairá
PRY.13_1,Itapúa
PRY.14_1,Misiones
PRY.15_1,Ñeembucú
PRY.16_1,Paraguarí
PRY.17_1,Presidente Hayes
PRY.18_1,San Pedro
PSE.1_1,Gaza
PSE.2_1,West Bank
PYF.1_1,Îles Australes
PYF.2_1,Îles du Vent
PYF.3_1,Îles Marquises
PYF.4_1,Îles Sous-le-Vent
PYF.5_1,Îles Tuamotu-Gambier
QAT.1_1,Ad Dawhah
QAT.2_1,Al Daayen
QAT.3_1,Al Khor
QAT.4_1,Al Wakrah
QAT.5_1,Ar Rayyan
QAT.6_1,Madinat ash Shamal
QAT.7_1,Umm Salal
REU.1_1,Saint-Benoît
REU.2_1,Saint-Denis
REU.3_1,Saint-Paul
REU.4_1,Saint-Pierre
ROU.1_1,Alba
ROU.2_1,Arad
ROU.3_1,Argeș
ROU.4_1,Bacău
ROU.5_1,Bihor
ROU.6_1,Bistrița-Năsăud
ROU.7_1,Botoșani
ROU.9_1,Brăila
ROU.8_1,Brașov
ROU.10_1,Bucharest
ROU.11_1,Buzău
ROU.12_1,Călărași
ROU.13_1,Caraș-Severin
ROU.14_1,Cluj
ROU.15_1,Constanța
ROU.16_1,Covasna
ROU.17_1,Dâmbovița
ROU.18_1,Dolj
ROU.19_1,Galați
ROU.20_1,Giurgiu
ROU.21_1,Gorj
ROU.22_1,Harghita
ROU.23_1,Hunedoara
ROU.25_1,Ialomița
ROU.24_1,Iași
ROU.26_1,Ilfov
ROU.27_1,Maramureș
ROU.28_1,Mehedinți
ROU.29_1,Mureș
ROU.30_1,Neamț
ROU.31_1,Olt
ROU.32_1,Prahova
ROU.33_1,Sălaj
ROU.34_1,Satu Mare
ROU.35_1,Sibiu
ROU.36_1,Suceava
ROU.37_1,Teleorman
ROU.38_1,Timiș
ROU.39_1,Tulcea
ROU.40_1,Vâlcea
ROU.41_1,Vaslui
ROU.42_1,Vrancea
RUS.1_1,Adygey
RUS.2_1,Altay
RUS.3_1,Amur
RUS.4_1,Arkhangel'sk
RUS.5_1,Astrakhan'
RUS.6_1,Bashkortostan
RUS.7_1,Belgorod
RUS.8_1,Bryansk
RUS.9_1,Buryat
RUS.10_1,Chechnya
RUS.11_1,Chelyabinsk
RUS.12_1,Chukot
RUS.13_1,Chuvash
RUS.14_1,City of St. Petersburg
RUS.15_1,Dagestan
RUS.16_1,Gorno-Altay
RUS.17_1,Ingush
RUS.18_1,Irkutsk
RUS.19_1,Ivanovo
RUS.20_1,Kabardin-Balkar
RUS.21_1,Kaliningrad
RUS.22_1,Kalmyk
RUS.23_1,Kaluga
RUS.24_1,Kamchatka
RUS.25_1,Karachay-Cherkess
RUS.26_1,Karelia
RUS.27_1,Kemerovo
RUS.28_1,Khabarovsk
RUS.29_1,Khakass
RUS.30_1,Khanty-Mansiy
RUS.31_1,Kirov
RUS.32_1,Komi
RUS.33_1,Kostroma
RUS.34_1,Krasnodar
RUS.35_1,Krasnoyarsk
RUS.36_1,Kurgan
RUS.37_1,Kursk
RUS.38_1,Leningrad
RUS.39_1,Lipetsk
RUS.40_1,Magadan
RUS.41_1,Mariy-El
RUS.42_1,Mordovia
RUS.43_1,Moscow City
RUS.44_1,Moskva
RUS.45_1,Murmansk
RUS.46_1,Nenets
RUS.47_1,Nizhegorod
RUS.48_1,North Ossetia
RUS.49_1,Novgorod
RUS.50_1,Novosibirsk
RUS.51_1,Omsk
RUS.52_1,Orel
RUS.53_1,Orenburg
RUS.54_1,Penza
RUS.55_1,Perm'
RUS.56_1,Primor'ye
RUS.57_1,Pskov
RUS.58_1,Rostov
RUS.59_1,Ryazan'
RUS.60_1,Sakha
RUS.61_1,Sakhalin
RUS.62_1,Samara
RUS.63_1,Saratov
RUS.64_1,Smolensk
RUS.65_1,Stavropol'
RUS.66_1,Sverdlovsk
RUS.67_1,Tambov
RUS.68_1,Tatarstan
RUS.69_1,Tomsk
RUS.70_1,Tula
RUS.71_1,Tuva
RUS.72_1,Tver'
RUS.73_1,Tyumen'
RUS.74_1,Udmurt
RUS.75_1,Ul'yanovsk
RUS.76_1,Vladimir
RUS.77_1,Volgograd
RUS.78_1,Vologda
RUS.79_1,Voronezh
RUS.80_1,Yamal-Nenets
RUS.81_1,Yaroslavl'
RUS.82_1,Yevrey
RUS.83_1,Zabaykal'ye
RWA.1_1,Amajyaruguru
RWA.2_1,Amajyepfo
RWA.3_1,Iburasirazuba
RWA.4_1,Iburengerazuba
RWA.5_1,Umujyi wa Kigali
SAU.1_1,'Asir
SAU.2_1,Al Bahah
SAU.3_1,Al Hudud ash Shamaliyah
SAU.4_1,Al Jawf
SAU.5_1,Al Madinah
SAU.6_1,Al Qassim
SAU.7_1,Ar Riyad
SAU.8_1,Ash-Sharqīyah
SAU.9_1,Ḥaʼil
SAU.10_1,Jizan
SAU.11_1,Makkah
SAU.12_1,Najran
SAU.13_1,Tabuk
SDN.1_1,Al Jazirah
SDN.2_1,Al Qadarif
SDN.3_1,Blue Nile
SDN.4_1,Central Darfur
SDN.5_1,East Darfur
SDN.6_1,Kassala
SDN.7_1,Khartoum
SDN.8_1,North Darfur
SDN.9_1,North Kurdufan
SDN.10_1,Northern
SDN.11_1,Red Sea
SDN.12_1,River Nile
SDN.13_1,Sennar
SDN.14_1,South Darfur
SDN.15_1,South Kurdufan
SDN.16_1,West Darfur
SDN.17_1,West Kurdufan
SDN.18_1,White Nile
SEN.1_1,Dakar
SEN.2_1,Diourbel
SEN.3_1,Fatick
SEN.4_1,Kaffrine
SEN.5_1,Kaolack
SEN.6_1,Kédougou
SEN.7_1,Kolda
SEN.8_1,Louga
SEN.9_1,Matam
SEN.10_1,Saint-Louis
SEN.11_1,Sédhiou
SEN.12_1,Tambacounda
SEN.13_1,Thiès
SEN.14_1,Ziguinchor
SGP.1_1,Central
SGP.2_1,East
SGP.3_1,North
SGP.4_1,North-East
SGP.5_1,West
SHN.1_1,Ascension
SHN.2_1,Saint Helena
SHN.3_1,Tristan da Cunha
SJM.1_1,Jan Mayen
SJM.2_1,Svalbard
SLB.1_1,Central
SLB.2_1,Choiseul
SLB.3_1,Guadalcanal
SLB.4_1,Honiara
SLB.5_1,Isabel
SLB.6_1,Makira Ulawa
SLB.7_1,Malaita
SLB.8_1,Rennell and Bellona
SLB.9_1,Temotu
SLB.10_1,Western
SLE.1_1,Eastern
SLE.2_1,Northern
SLE.3_1,Southern
SLE.4_1,Western
SLV.1_1,Ahuachapán
SLV.2_1,Cabañas
SLV.3_1,Chalatenango
SLV.4_1,Cuscatlán
SLV.5_1,La Libertad
SLV.6_1,La Paz
SLV.7_1,La Unión
SLV.8_1,Morazán
SLV.9_1,San Miguel
SLV.10_1,San Salvador
SLV.11_1,San Vicente
SLV.12_1,Santa Ana
SLV.13_1,Sonsonate
SLV.14_1,Usulután
SMR.1_1,Acquaviva
SMR.2_1,Borgo Maggiore
SMR.3_1,Chiesanuova
SMR.4_1,Domagnano
SMR.5_1,Faetano
SMR.6_1,Fiorentino
SMR.7_1,Montegiardino
SMR.8_1,San Marino
SMR.9_1,Serravalle
SOM.1_1,Awdal
SOM.2_1,Bakool
SOM.3_1,Banaadir
SOM.4_1,Bari
SOM.5_1,Bay
SOM.6_1,Galguduud
SOM.7_1,Gedo
SOM.8_1,Hiiraan
SOM.9_1,Jubbada Dhexe
SOM.10_1,Jubbada Hoose
SOM.11_1,Mudug
SOM.12_1,Nugaal
SOM.13_1,Sanaag
SOM.14_1,Shabeellaha Dhexe
SOM.15_1,Shabeellaha Hoose
SOM.16_1,Sool
SOM.17_1,Togdheer
SOM.18_1,Woqooyi Galbeed
SPM.1_1,Miquelon-Langlade
SPM.2_1,Saint-Pierre
SRB.1_1,Borski
SRB.2_1,Braničevski
SRB.3_1,Grad Beograd
SRB.4_1,Jablanički
SRB.5_1,Južno-Bački
SRB.6_1,Južno-Banatski
SRB.7_1,Kolubarski
SRB.8_1,Mačvanski
SRB.9_1,Moravički
SRB.10_1,Nišavski
SRB.11_1,Pčinjski
SRB.12_1,Pirotski
SRB.13_1,Podunavski
SRB.14_1,Pomoravski
SRB.15_1,Rasinski
SRB.16_1,Raški
SRB.17_1,Severno-Bački
SRB.18_1,Severno-Banatski
SRB.19_1,Srednje-Banatski
SRB.20_1,Sremski
SRB.21_1,Šumadijski
SRB.22_1,Toplički
SRB.23_1,Zaječarski
SRB.24_1,Zapadno-Bački
SRB.25_1,Zlatiborski
SSD.1_1,Central Equatoria
SSD.2_1,Eastern Equatoria
SSD.3_1,Jungoli
SSD.4_1,Lakes
SSD.5_1,North Bahr-al-Ghazal
SSD.6_1,Unity
SSD.7_1,Upper Nile
SSD.8_1,Warap
SSD.9_1,West Bahr-al-Ghazal
SSD.10_1,West Equatoria
STP.1_1,Príncipe
STP.2_1,São Tomé
SUR.1_1,Brokopondo
SUR.2_1,Commewijne
SUR.3_1,Coronie
SUR.4_1,Marowijne
SUR.5_1,Nickerie
SUR.6_1,Para
SUR.7_1,Paramaribo
SUR.8_1,Saramacca
SUR.9_1,Sipaliwini
SUR.10_1,Wanica
SVK.1_1,Banskobystrický
SVK.2_1,Bratislavský
SVK.3_1,Košický
SVK.4_1,Nitriansky
SVK.5_1,Prešovský
SVK.6_1,Trenčiansky
SVK.7_1,Trnavský
SVK.8_1,Žilinský
SVN.1_1,Gorenjska
SVN.2_1,Goriška
SVN.3_1,Jugovzhodna Slovenija
SVN.4_1,Koroška
SVN.5_1,Notranjsko-kraška
SVN.6_1,Obalno-kraška
SVN.7_1,Osrednjeslovenska
SVN.8_1,Podravska
SVN.9_1,Pomurska
SVN.10_1,Savinjska
SVN.11_1,Spodnjeposavska
SVN.12_1,Zasavska
SWE.1_1,Blekinge
SWE.2_1,Dalarna
SWE.3_1,Gävleborg
SWE.4_1,Gotland
SWE.5_1,Halland
SWE.6_1,Jämtland
SWE.7_1,Jönköping
SWE.8_1,Kalmar
SWE.9_1,Kronoberg
SWE.10_1,Norrbotten
SWE.11_1,Orebro
SWE.12_1,Östergötland
SWE.13_1,Skåne
SWE.14_1,Södermanland
SWE.15_1,Stockholm
SWE.16_1,Uppsala
SWE.17_1,Värmland
SWE.18_1,Västerbotten
SWE.19_1,Västernorrland
SWE.20_1,Västmanland
SWE.21_1,Västra Götaland
SWZ.1_1,Hhohho
SWZ.2_1,Lubombo
SWZ.3_1,Manzini
SWZ.4_1,Shiselweni
SYC.1_1,Anse aux Pins
SYC.2_1,Anse Boileau
SYC.3_1,Anse Étoile
SYC.4_1,Anse Royale
SYC.5_1,Au Cap
SYC.6_1,Baie Lazare
SYC.7_1,Baie Sainte Anne
SYC.8_1,Beau Vallon
SYC.9_1,Bel Air
SYC.10_1,Belombre
SYC.11_1,Cascade
SYC.12_1,English River
SYC.13_1,Glacis
SYC.14_1,Grand' Anse
SYC.15_1,Grand'Anse Praslin
SYC.16_1,La Digue and Inner Islands
SYC.17_1,Les Mamelles
SYC.18_1,Mont Buxton
SYC.19_1,Mont Fleuri
SYC.20_1,Outer Islands
SYC.21_1,Plaisance
SYC.22_1,Pointe La Rue
SYC.23_1,Port Glaud
SYC.24_1,Roche Caïman
SYC.25_1,Saint Louis
SYC.26_1,Takamaka
SYR.1_1,Al Ḥasakah
SYR.2_1,Aleppo
SYR.3_1,Ar Raqqah
SYR.4_1,As Suwayda'
SYR.5_1,Damascus
SYR.6_1,Dar`a
SYR.7_1,Dayr Az Zawr
SYR.8_1,Hamah
SYR.9_1,Hims
SYR.10_1,Idlib
SYR.11_1,Lattakia
SYR.12_1,Quneitra
SYR.13_1,Rif Dimashq
SYR.14_1,Tartus
TCA.1_1,Grand Turk
TCA.2_1,Middle Caicos
TCA.3_1,North Caicos
TCA.4_1,Providenciales and West Caicos
TCA.5_1,Salt Cay
TCA.6_1,South Caicos and East Caicos
TCD.1_1,Barh el Ghazel
TCD.2_1,Batha
TCD.3_1,Borkou
TCD.4_1,Chari-Baguirmi
TCD.5_1,Ennedi Est
TCD.6_1,Ennedi Ouest
TCD.7_1,Guéra
TCD.8_1,Hadjer-Lamis
TCD.9_1,Kanem
TCD.10_1,Lac
TCD.11_1,Logone Occidental
TCD.12_1,Logone Oriental
TCD.13_1,Mandoul
TCD.14_1,Mayo-Kebbi Est
TCD.15_1,Mayo-Kebbi Ouest
